Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,sales_date,sales_day,sales_time,Payment,cogs,gross margin percentage,gross income,Rating
227035010,A,Yangon,Member,Female,Home and lifestyle,52.59,8,21.036,441.756,3/22/2019,Friday,19:20:00,Credit card,420.72,4.76,21.036,8.5
649296775,B,Mandalay,Normal,Male,Fashion accessories,33.52,1,1.676,35.196,2/8/2019,Friday,15:31:00,Cash,33.52,4.76,1.676,6.7
189174241,A,Yangon,Normal,Female,Fashion accessories,87.67,2,8.767,184.107,3/10/2019,Sunday,12:17:00,Credit card,175.34,4.76,8.767,7.7
145949061,B,Mandalay,Normal,Female,Food and beverages,88.36,5,22.09,463.89,1/25/2019,Friday,19:48:00,Cash,441.8,4.76,22.09,9.6
848627243,A,Yangon,Normal,Male,Health and beauty,24.89,9,11.2005,235.2105,3/15/2019,Friday,15:36:00,Cash,224.01,4.76,11.2005,7.4
871798483,B,Mandalay,Normal,Male,Fashion accessories,94.13,5,23.5325,494.1825,2/25/2019,Monday,19:39:00,Credit card,470.65,4.76,23.5325,4.8
149716266,B,Mandalay,Member,Male,Sports and travel,78.07,9,35.1315,737.7615,1/28/2019,Monday,12:43:00,Cash,702.63,4.76,35.1315,4.5
640492076,B,Mandalay,Normal,Male,Sports and travel,83.78,8,33.512,703.752,1/10/2019,Thursday,14:49:00,Cash,670.24,4.76,33.512,5.1
595115460,A,Yangon,Normal,Male,Health and beauty,96.58,2,9.658,202.818,3/15/2019,Friday,10:12:00,Credit card,193.16,4.76,9.658,5.1
183566882,C,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,2/6/2019,Wednesday,10:42:00,Ewallet,397.68,4.76,19.884,7.5
232162483,C,Naypyitaw,Member,Female,Sports and travel,68.12,1,3.406,71.526,1/7/2019,Monday,12:28:00,Ewallet,68.12,4.76,3.406,6.8
129298530,A,Yangon,Member,Male,Sports and travel,62.62,5,15.655,328.755,3/10/2019,Sunday,19:15:00,Ewallet,313.1,4.76,15.655,7
272651806,A,Yangon,Normal,Female,Electronic accessories,60.88,9,27.396,575.316,1/15/2019,Tuesday,17:17:00,Ewallet,547.92,4.76,27.396,4.7
333737901,C,Naypyitaw,Normal,Female,Health and beauty,54.92,8,21.968,461.328,3/23/2019,Saturday,13:24:00,Ewallet,439.36,4.76,21.968,7.6
777827220,B,Mandalay,Member,Male,Home and lifestyle,30.12,8,12.048,253.008,3/3/2019,Sunday,13:01:00,Cash,240.96,4.76,12.048,7.7
280355823,B,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,1/17/2019,Thursday,18:45:00,Ewallet,86.72,4.76,4.336,7.9
554538700,C,Naypyitaw,Member,Male,Home and lifestyle,56.11,2,5.611,117.831,2/2/2019,Saturday,10:11:00,Cash,112.22,4.76,5.611,6.3
354255821,B,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.456,2/8/2019,Friday,13:03:00,Cash,414.72,4.76,20.736,5.6
228961411,C,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,3/4/2019,Monday,20:39:00,Cash,789.6,4.76,39.48,7.6
617154209,C,Naypyitaw,Member,Male,Health and beauty,15.37,2,1.537,32.277,3/16/2019,Saturday,19:47:00,Cash,30.74,4.76,1.537,7.2
132329879,B,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.632,3/9/2019,Saturday,18:00:00,Cash,375.84,4.76,18.792,9.5
370417321,B,Mandalay,Member,Male,Health and beauty,56.69,9,25.5105,535.7205,2/27/2019,Wednesday,17:24:00,Credit card,510.21,4.76,25.5105,8.4
727463608,B,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,2/6/2019,Wednesday,15:47:00,Ewallet,180.09,4.76,9.0045,4.1
669541719,B,Mandalay,Member,Male,Electronic accessories,18.93,6,5.679,119.259,2/10/2019,Sunday,12:45:00,Credit card,113.58,4.76,5.679,8.1
574225561,C,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.315,867.615,3/19/2019,Tuesday,17:08:00,Ewallet,826.3,4.76,41.315,7.9
326785178,C,Naypyitaw,Member,Male,Food and beverages,91.4,7,31.99,671.79,2/3/2019,Sunday,10:19:00,Cash,639.8,4.76,31.99,9.5
162488011,A,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,2/10/2019,Sunday,15:10:00,Cash,222.95,4.76,11.1475,8.5
616242851,B,Mandalay,Member,Female,Fashion accessories,17.87,4,3.574,75.054,3/22/2019,Friday,14:42:00,Ewallet,71.48,4.76,3.574,6.5
778715554,C,Naypyitaw,Member,Male,Fashion accessories,15.43,1,0.7715,16.2015,1/25/2019,Friday,15:46:00,Credit card,15.43,4.76,0.7715,6.1
242556721,B,Mandalay,Normal,Male,Home and lifestyle,16.16,2,1.616,33.936,3/7/2019,Thursday,11:49:00,Ewallet,32.32,4.76,1.616,6.5
399465918,C,Naypyitaw,Normal,Female,Electronic accessories,85.98,8,34.392,722.232,2/28/2019,Thursday,19:01:00,Cash,687.84,4.76,34.392,8.2
106356779,A,Yangon,Member,Male,Home and lifestyle,44.34,2,4.434,93.114,3/27/2019,Wednesday,11:26:00,Cash,88.68,4.76,4.434,5.8
635406220,A,Yangon,Normal,Male,Health and beauty,89.6,8,35.84,752.64,2/7/2019,Thursday,11:28:00,Ewallet,716.8,4.76,35.84,6.6
817488732,A,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,1/20/2019,Sunday,15:55:00,Cash,723.5,4.76,36.175,5.4
120064233,C,Naypyitaw,Normal,Male,Electronic accessories,30.61,6,9.183,192.843,3/12/2019,Tuesday,20:36:00,Cash,183.66,4.76,9.183,9.3
285685083,C,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.711,77.931,2/15/2019,Friday,17:47:00,Credit card,74.22,4.76,3.711,10
803835989,C,Naypyitaw,Normal,Male,Home and lifestyle,55.73,6,16.719,351.099,2/24/2019,Sunday,10:55:00,Ewallet,334.38,4.76,16.719,7
347342234,B,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,2/3/2019,Sunday,13:40:00,Ewallet,495.63,4.76,24.7815,10
199758169,A,Yangon,Member,Male,Sports and travel,15.81,10,7.905,166.005,3/6/2019,Wednesday,12:27:00,Credit card,158.1,4.76,7.905,8.6
853232453,B,Mandalay,Member,Male,Health and beauty,75.74,4,15.148,318.108,2/14/2019,Thursday,14:35:00,Cash,302.96,4.76,15.148,7.6
877223308,A,Yangon,Member,Male,Health and beauty,15.87,10,7.935,166.635,3/13/2019,Wednesday,16:40:00,Cash,158.7,4.76,7.935,5.8
838784295,C,Naypyitaw,Normal,Female,Health and beauty,33.47,2,3.347,70.287,2/10/2019,Sunday,15:43:00,Ewallet,66.94,4.76,3.347,6.7
109282512,B,Mandalay,Member,Female,Fashion accessories,97.61,6,29.283,614.943,1/7/2019,Monday,15:01:00,Ewallet,585.66,4.76,29.283,9.9
232113025,A,Yangon,Normal,Male,Sports and travel,78.77,10,39.385,827.085,1/24/2019,Thursday,10:04:00,Cash,787.7,4.76,39.385,6.4
382034532,A,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,2/2/2019,Saturday,18:50:00,Cash,18.33,4.76,0.9165,4.3
393652792,C,Naypyitaw,Normal,Male,Food and beverages,89.48,10,44.74,939.54,1/6/2019,Sunday,12:46:00,Credit card,894.8,4.76,44.74,9.6
796122025,C,Naypyitaw,Normal,Male,Fashion accessories,62.12,10,31.06,652.26,2/11/2019,Monday,16:19:00,Cash,621.2,4.76,31.06,5.9
510956347,B,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.838,3/5/2019,Tuesday,18:17:00,Ewallet,145.56,4.76,7.278,4
841356630,C,Naypyitaw,Normal,Female,Electronic accessories,75.91,6,22.773,478.233,3/9/2019,Saturday,18:21:00,Cash,455.46,4.76,22.773,8.7
287219091,A,Yangon,Normal,Male,Home and lifestyle,74.67,9,33.6015,705.6315,1/22/2019,Tuesday,10:55:00,Ewallet,672.03,4.76,33.6015,9.4
732940499,C,Naypyitaw,Normal,Female,Electronic accessories,41.65,10,20.825,437.325,1/13/2019,Sunday,17:04:00,Credit card,416.5,4.76,20.825,5.4
263103913,C,Naypyitaw,Member,Male,Fashion accessories,49.04,9,22.068,463.428,1/9/2019,Wednesday,14:20:00,Credit card,441.36,4.76,22.068,8.6
381200914,A,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,1/12/2019,Saturday,15:48:00,Credit card,180.09,4.76,9.0045,5.7
829491914,C,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.155,822.255,3/5/2019,Tuesday,16:24:00,Ewallet,783.1,4.76,39.155,6.6
756017507,C,Naypyitaw,Normal,Female,Health and beauty,20.38,5,5.095,106.995,1/22/2019,Tuesday,18:56:00,Cash,101.9,4.76,5.095,6
870724431,C,Naypyitaw,Normal,Female,Health and beauty,99.19,6,29.757,624.897,1/21/2019,Monday,14:42:00,Credit card,595.14,4.76,29.757,5.5
847387188,B,Mandalay,Normal,Female,Food and beverages,96.68,3,14.502,304.542,1/26/2019,Saturday,19:56:00,Ewallet,290.04,4.76,14.502,6.4
480632856,C,Naypyitaw,Normal,Male,Food and beverages,19.25,8,7.7,161.7,1/23/2019,Wednesday,18:37:00,Ewallet,154,4.76,7.7,6.6
787560757,C,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,2/23/2019,Saturday,18:45:00,Credit card,321.44,4.76,16.072,8.3
360395055,C,Naypyitaw,Member,Male,Sports and travel,48.91,5,12.2275,256.7775,3/9/2019,Saturday,10:17:00,Cash,244.55,4.76,12.2275,6.6
730509884,C,Naypyitaw,Normal,Female,Sports and travel,83.06,7,29.071,610.491,3/5/2019,Tuesday,14:31:00,Ewallet,581.42,4.76,29.071,4
362588315,C,Naypyitaw,Normal,Male,Fashion accessories,76.52,5,19.13,401.73,3/25/2019,Monday,10:23:00,Cash,382.6,4.76,19.13,9.9
633448566,A,Yangon,Member,Male,Food and beverages,49.38,7,17.283,362.943,3/27/2019,Wednesday,20:35:00,Credit card,345.66,4.76,17.283,7.3
504358843,A,Yangon,Normal,Male,Sports and travel,42.47,1,2.1235,44.5935,1/2/2019,Wednesday,16:57:00,Cash,42.47,4.76,2.1235,5.7
318685053,B,Mandalay,Normal,Female,Health and beauty,76.99,6,23.097,485.037,2/27/2019,Wednesday,17:55:00,Cash,461.94,4.76,23.097,6.1
565805980,C,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,1/23/2019,Wednesday,10:25:00,Cash,189.52,4.76,9.476,7.1
225320908,C,Naypyitaw,Normal,Female,Sports and travel,44.86,10,22.43,471.03,1/26/2019,Saturday,19:54:00,Ewallet,448.6,4.76,22.43,8.2
873510671,A,Yangon,Member,Female,Sports and travel,21.98,7,7.693,161.553,1/10/2019,Thursday,16:42:00,Ewallet,153.86,4.76,7.693,5.1
152089985,B,Mandalay,Member,Male,Health and beauty,64.36,9,28.962,608.202,3/12/2019,Tuesday,12:09:00,Credit card,579.24,4.76,28.962,8.6
512910811,C,Naypyitaw,Normal,Male,Health and beauty,89.75,1,4.4875,94.2375,2/6/2019,Wednesday,20:05:00,Credit card,89.75,4.76,4.4875,6.6
594344444,A,Yangon,Normal,Male,Electronic accessories,97.16,1,4.858,102.018,3/8/2019,Friday,20:38:00,Ewallet,97.16,4.76,4.858,7.2
766857061,B,Mandalay,Normal,Male,Health and beauty,87.87,10,43.935,922.635,3/29/2019,Friday,10:25:00,Ewallet,878.7,4.76,43.935,5.1
871399221,C,Naypyitaw,Normal,Female,Electronic accessories,12.45,6,3.735,78.435,2/9/2019,Saturday,13:11:00,Cash,74.7,4.76,3.735,4.1
865926136,A,Yangon,Normal,Male,Food and beverages,52.75,3,7.9125,166.1625,3/23/2019,Saturday,10:16:00,Ewallet,158.25,4.76,7.9125,9.3
733019107,B,Mandalay,Normal,Male,Home and lifestyle,82.7,6,24.81,521.01,3/5/2019,Tuesday,18:14:00,Cash,496.2,4.76,24.81,7.4
163567055,C,Naypyitaw,Member,Male,Fashion accessories,48.71,1,2.4355,51.1455,3/26/2019,Tuesday,19:20:00,Cash,48.71,4.76,2.4355,4.1
189982939,C,Naypyitaw,Normal,Male,Fashion accessories,78.55,9,35.3475,742.2975,3/1/2019,Friday,13:22:00,Cash,706.95,4.76,35.3475,7.2
551213069,C,Naypyitaw,Normal,Female,Electronic accessories,23.07,9,10.3815,218.0115,2/1/2019,Friday,11:27:00,Cash,207.63,4.76,10.3815,4.9
212621842,A,Yangon,Normal,Male,Food and beverages,58.26,6,17.478,367.038,3/28/2019,Thursday,16:44:00,Cash,349.56,4.76,17.478,9.9
716391409,B,Mandalay,Normal,Male,Health and beauty,30.35,7,10.6225,223.0725,3/19/2019,Tuesday,18:19:00,Cash,212.45,4.76,10.6225,8
704483927,A,Yangon,Member,Male,Electronic accessories,88.67,10,44.335,931.035,1/12/2019,Saturday,14:50:00,Ewallet,886.7,4.76,44.335,7.3
628343388,C,Naypyitaw,Normal,Male,Fashion accessories,27.38,6,8.214,172.494,1/5/2019,Saturday,20:54:00,Credit card,164.28,4.76,8.214,7.9
630745166,A,Yangon,Normal,Male,Sports and travel,62.13,6,18.639,391.419,3/22/2019,Friday,20:19:00,Cash,372.78,4.76,18.639,7.4
588017461,C,Naypyitaw,Normal,Female,Food and beverages,33.98,9,15.291,321.111,3/24/2019,Sunday,10:43:00,Cash,305.82,4.76,15.291,4.2
861770145,C,Naypyitaw,Member,Male,Electronic accessories,81.97,10,40.985,860.685,3/3/2019,Sunday,14:30:00,Cash,819.7,4.76,40.985,9.2
479268945,B,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.629,2/5/2019,Tuesday,11:32:00,Ewallet,32.98,4.76,1.649,4.6
210675886,C,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2/5/2019,Tuesday,10:41:00,Credit card,294.63,4.76,14.7315,7.8
227781148,B,Mandalay,Normal,Female,Fashion accessories,72.84,7,25.494,535.374,2/15/2019,Friday,12:44:00,Cash,509.88,4.76,25.494,8.4
645441170,A,Yangon,Member,Male,Home and lifestyle,58.07,9,26.1315,548.7615,1/19/2019,Saturday,20:07:00,Ewallet,522.63,4.76,26.1315,4.3
237016122,C,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2/1/2019,Friday,20:31:00,Credit card,727.11,4.76,36.3555,9.5
225981496,C,Naypyitaw,Normal,Female,Fashion accessories,27.02,3,4.053,85.113,3/2/2019,Saturday,13:01:00,Credit card,81.06,4.76,4.053,7.1
291321427,B,Mandalay,Member,Male,Fashion accessories,21.94,5,5.485,115.185,3/5/2019,Tuesday,12:29:00,Ewallet,109.7,4.76,5.485,5.3
659658956,B,Mandalay,Member,Male,Fashion accessories,51.36,1,2.568,53.928,1/16/2019,Wednesday,15:26:00,Ewallet,51.36,4.76,2.568,5.2
642322990,A,Yangon,Normal,Female,Food and beverages,10.96,10,5.48,115.08,2/2/2019,Saturday,20:48:00,Ewallet,109.6,4.76,5.48,6
378242715,B,Mandalay,Normal,Male,Home and lifestyle,53.44,2,5.344,112.224,1/20/2019,Sunday,20:38:00,Ewallet,106.88,4.76,5.344,4.1
638607125,A,Yangon,Normal,Female,Electronic accessories,99.56,8,39.824,836.304,2/14/2019,Thursday,17:03:00,Credit card,796.48,4.76,39.824,5.2
659361684,C,Naypyitaw,Member,Male,Sports and travel,57.12,7,19.992,419.832,1/12/2019,Saturday,12:02:00,Credit card,399.84,4.76,19.992,6.5
219229386,B,Mandalay,Member,Male,Sports and travel,99.96,9,44.982,944.622,3/9/2019,Saturday,17:26:00,Credit card,899.64,4.76,44.982,4.2
336782147,C,Naypyitaw,Member,Male,Home and lifestyle,63.91,8,25.564,536.844,3/13/2019,Wednesday,19:52:00,Credit card,511.28,4.76,25.564,4.6
268276179,B,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.348,3/9/2019,Saturday,14:57:00,Ewallet,451.76,4.76,22.588,7.3
668908900,A,Yangon,Normal,Female,Home and lifestyle,93.69,7,32.7915,688.6215,3/10/2019,Sunday,18:44:00,Credit card,655.83,4.76,32.7915,4.5
870543162,A,Yangon,Normal,Female,Sports and travel,32.25,5,8.0625,169.3125,1/27/2019,Sunday,13:26:00,Cash,161.25,4.76,8.0625,9
189089157,C,Naypyitaw,Normal,Female,Fashion accessories,31.73,9,14.2785,299.8485,1/8/2019,Tuesday,16:17:00,Credit card,285.57,4.76,14.2785,5.9
663869076,C,Naypyitaw,Member,Female,Food and beverages,68.54,8,27.416,575.736,1/8/2019,Tuesday,15:57:00,Ewallet,548.32,4.76,27.416,8.5
549847482,B,Mandalay,Normal,Female,Sports and travel,90.28,9,40.626,853.146,2/8/2019,Friday,11:15:00,Ewallet,812.52,4.76,40.626,7.2
191106171,B,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,1/25/2019,Friday,13:18:00,Cash,277.34,4.76,13.867,7.5
802705316,A,Yangon,Member,Female,Sports and travel,92.13,6,27.639,580.419,3/6/2019,Wednesday,20:34:00,Cash,552.78,4.76,27.639,8.3
695510018,B,Mandalay,Normal,Female,Sports and travel,34.84,4,6.968,146.328,2/10/2019,Sunday,18:36:00,Cash,139.36,4.76,6.968,7.4
590834591,B,Mandalay,Member,Male,Electronic accessories,87.45,6,26.235,550.935,2/17/2019,Sunday,14:40:00,Credit card,524.7,4.76,26.235,8.8
483711164,C,Naypyitaw,Normal,Female,Health and beauty,81.3,6,24.39,512.19,3/8/2019,Friday,16:43:00,Ewallet,487.8,4.76,24.39,5.3
597787908,C,Naypyitaw,Normal,Male,Fashion accessories,90.22,3,13.533,284.193,2/18/2019,Monday,19:39:00,Cash,270.66,4.76,13.533,6.2
700811757,A,Yangon,Normal,Female,Electronic accessories,26.31,5,6.5775,138.1275,1/18/2019,Friday,20:59:00,Credit card,131.55,4.76,6.5775,8.8
354395160,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2/18/2019,Monday,15:39:00,Cash,206.52,4.76,10.326,9.8
241729525,B,Mandalay,Normal,Male,Sports and travel,51.91,10,25.955,545.055,2/16/2019,Saturday,12:21:00,Cash,519.1,4.76,25.955,8.2
575308091,A,Yangon,Normal,Male,Sports and travel,72.5,8,29,609,3/16/2019,Saturday,19:25:00,Ewallet,580,4.76,29,9.2
731819469,C,Naypyitaw,Member,Female,Sports and travel,89.8,10,44.9,942.9,1/23/2019,Wednesday,13:00:00,Credit card,898,4.76,44.9,5.4
280174359,C,Naypyitaw,Member,Male,Health and beauty,90.5,10,45.25,950.25,1/25/2019,Friday,13:48:00,Cash,905,4.76,45.25,8.1
338652210,C,Naypyitaw,Member,Female,Health and beauty,68.6,10,34.3,720.3,2/5/2019,Tuesday,19:57:00,Cash,686,4.76,34.3,9.1
488254221,C,Naypyitaw,Member,Female,Food and beverages,30.41,1,1.5205,31.9305,2/22/2019,Friday,10:36:00,Credit card,30.41,4.76,1.5205,8.4
239107476,A,Yangon,Normal,Female,Home and lifestyle,77.95,6,23.385,491.085,1/21/2019,Monday,16:37:00,Ewallet,467.7,4.76,23.385,8
458411477,C,Naypyitaw,Normal,Female,Health and beauty,46.26,6,13.878,291.438,3/8/2019,Friday,17:11:00,Credit card,277.56,4.76,13.878,9.5
685641609,A,Yangon,Member,Female,Fashion accessories,30.14,10,15.07,316.47,2/10/2019,Sunday,12:28:00,Ewallet,301.4,4.76,15.07,9.2
568905112,C,Naypyitaw,Normal,Male,Health and beauty,66.14,4,13.228,277.788,3/19/2019,Tuesday,12:46:00,Credit card,264.56,4.76,13.228,5.6
262472794,B,Mandalay,Member,Male,Home and lifestyle,71.86,8,28.744,603.624,3/6/2019,Wednesday,15:07:00,Credit card,574.88,4.76,28.744,6.2
238490436,A,Yangon,Normal,Male,Health and beauty,32.46,8,12.984,272.664,3/27/2019,Wednesday,13:48:00,Credit card,259.68,4.76,12.984,4.9
608963517,B,Mandalay,Member,Female,Fashion accessories,91.54,4,18.308,384.468,3/23/2019,Saturday,19:20:00,Credit card,366.16,4.76,18.308,4.8
584867256,C,Naypyitaw,Member,Male,Sports and travel,34.56,7,12.096,254.016,3/11/2019,Monday,16:07:00,Credit card,241.92,4.76,12.096,7.3
746940204,A,Yangon,Normal,Male,Fashion accessories,83.24,9,37.458,786.618,1/29/2019,Tuesday,11:56:00,Credit card,749.16,4.76,37.458,7.4
214176927,C,Naypyitaw,Normal,Female,Food and beverages,16.48,6,4.944,103.824,2/7/2019,Thursday,18:23:00,Ewallet,98.88,4.76,4.944,9.9
400894171,C,Naypyitaw,Normal,Female,Sports and travel,80.97,8,32.388,680.148,1/28/2019,Monday,13:05:00,Cash,647.76,4.76,32.388,9.3
782959291,A,Yangon,Member,Male,Food and beverages,92.29,5,23.0725,484.5225,2/20/2019,Wednesday,15:55:00,Credit card,461.45,4.76,23.0725,9
279742924,B,Mandalay,Member,Male,Electronic accessories,72.17,1,3.6085,75.7785,1/4/2019,Friday,19:40:00,Cash,72.17,4.76,3.6085,6.1
307852293,B,Mandalay,Normal,Male,Home and lifestyle,50.28,5,12.57,263.97,3/7/2019,Thursday,13:58:00,Ewallet,251.4,4.76,12.57,9.7
743041105,B,Mandalay,Member,Male,Health and beauty,97.22,9,43.749,918.729,3/30/2019,Saturday,14:43:00,Ewallet,874.98,4.76,43.749,6
423572993,B,Mandalay,Normal,Male,Sports and travel,93.39,6,28.017,588.357,3/27/2019,Wednesday,19:18:00,Ewallet,560.34,4.76,28.017,10
894415205,C,Naypyitaw,Normal,Female,Food and beverages,43.18,8,17.272,362.712,1/19/2019,Saturday,19:39:00,Credit card,345.44,4.76,17.272,8.3
275280149,A,Yangon,Normal,Male,Sports and travel,63.69,1,3.1845,66.8745,2/25/2019,Monday,16:21:00,Cash,63.69,4.76,3.1845,6
101176199,A,Yangon,Normal,Male,Food and beverages,45.79,7,16.0265,336.5565,3/13/2019,Wednesday,19:44:00,Credit card,320.53,4.76,16.0265,7
423800988,C,Naypyitaw,Normal,Male,Sports and travel,76.4,2,7.64,160.44,1/30/2019,Wednesday,19:42:00,Ewallet,152.8,4.76,7.64,6.5
548469322,B,Mandalay,Normal,Male,Food and beverages,39.9,10,19.95,418.95,2/20/2019,Wednesday,15:24:00,Credit card,399,4.76,19.95,5.9
505020892,B,Mandalay,Member,Male,Health and beauty,42.57,8,17.028,357.588,2/25/2019,Monday,14:12:00,Ewallet,340.56,4.76,17.028,5.6
234652137,C,Naypyitaw,Normal,Male,Home and lifestyle,95.58,10,47.79,1003.59,1/16/2019,Wednesday,13:32:00,Cash,955.8,4.76,47.79,4.8
687478271,A,Yangon,Normal,Male,Fashion accessories,98.98,10,49.49,1039.29,2/8/2019,Friday,16:20:00,Credit card,989.8,4.76,49.49,8.7
796329050,A,Yangon,Normal,Male,Food and beverages,51.28,6,15.384,323.064,1/19/2019,Saturday,16:31:00,Cash,307.68,4.76,15.384,6.5
105311824,A,Yangon,Member,Male,Sports and travel,69.52,7,24.332,510.972,2/1/2019,Friday,15:10:00,Credit card,486.64,4.76,24.332,8.5
249423782,A,Yangon,Normal,Male,Health and beauty,70.01,5,17.5025,367.5525,1/3/2019,Thursday,11:36:00,Ewallet,350.05,4.76,17.5025,5.5
316554634,B,Mandalay,Member,Male,Food and beverages,80.05,5,20.0125,420.2625,1/26/2019,Saturday,12:45:00,Credit card,400.25,4.76,20.0125,9.4
733334967,C,Naypyitaw,Normal,Male,Electronic accessories,20.85,8,8.34,175.14,3/3/2019,Sunday,19:17:00,Cash,166.8,4.76,8.34,6.3
